Date,mercury,COD,nitrite,ID
2/25/2001,NA,NA,NA,2
2/26/2001,NA,NA,NA,2
2/27/2001,2.63,0.655,1.57,2
2/28/2001,NA,NA,NA,2
3/1/2001,NA,NA,NA,2
3/2/2001,3.8,0.764,1.37,2
3/3/2001,NA,NA,NA,2
3/4/2001,NA,NA,NA,2
3/5/2001,3.52,2.81,3.85,2
3/6/2001,NA,NA,NA,2
3/7/2001,NA,NA,NA,2
3/8/2001,3.7,NA,1.79,2
3/9/2001,NA,NA,NA,2
3/10/2001,NA,NA,NA,2
3/11/2001,3.9,NA,1.63,2
3/12/2001,NA,NA,NA,2
3/13/2001,NA,2.3,NA,2
3/14/2001,2.72,NA,1.18,2
3/15/2001,NA,NA,NA,2
3/16/2001,NA,NA,NA,2
3/17/2001,5.95,NA,0.655,2
3/18/2001,NA,NA,NA,2
3/19/2001,NA,2.19,NA,2
3/20/2001,2.11,NA,0.764,2
3/21/2001,NA,NA,NA,2
3/22/2001,NA,NA,NA,2
3/23/2001,6.4,NA,2.81,2
3/24/2001,NA,NA,NA,2
3/25/2001,NA,1.2,NA,2
3/26/2001,2.67,NA,2.61,2
3/27/2001,NA,NA,NA,2
3/28/2001,NA,2.23,NA,2
3/29/2001,3.92,NA,2.19,2
3/30/2001,NA,NA,NA,2
3/31/2001,NA,4.15,NA,2
4/1/2001,2.06,NA,0.881,2
4/2/2001,NA,NA,NA,2
4/3/2001,NA,3,NA,2
4/4/2001,1.89,NA,1.17,2
4/5/2001,NA,NA,NA,2
4/6/2001,NA,4.04,NA,2
4/7/2001,7.56,NA,0.681,2
4/8/2001,NA,NA,NA,2
4/9/2001,NA,4.79,NA,2
4/10/2001,6.87,NA,1.12,2
4/11/2001,NA,NA,NA,2
4/12/2001,NA,2.05,NA,2
4/13/2001,NA,NA,NA,2
4/14/2001,NA,NA,NA,2
4/15/2001,NA,7.93,NA,2
4/16/2001,3,NA,0.596,2
4/17/2001,NA,NA,NA,2
4/18/2001,NA,7.74,NA,2
4/19/2001,3.42,NA,1.16,2
4/20/2001,NA,NA,NA,2
4/21/2001,NA,2.63,NA,2
4/22/2001,3.76,NA,0.713,2
4/23/2001,NA,NA,NA,2
4/24/2001,NA,3.8,NA,2
4/25/2001,3.11,NA,1.57,2
4/26/2001,NA,NA,NA,2
4/27/2001,NA,3.52,NA,2
4/28/2001,NA,NA,NA,2
4/29/2001,NA,NA,NA,2
4/30/2001,NA,3.7,NA,2
5/1/2001,11.1,NA,1,2
5/2/2001,NA,NA,NA,2
5/3/2001,NA,3.9,NA,2
5/4/2001,4.6,NA,0.859,2
5/5/2001,NA,NA,NA,2
5/6/2001,NA,2.72,NA,2
5/7/2001,10.3,NA,0.801,2
5/8/2001,NA,NA,NA,2
5/9/2001,NA,5.95,NA,2
5/10/2001,4.7,NA,1.23,2
5/11/2001,NA,NA,NA,2
5/12/2001,NA,2.11,NA,2
5/13/2001,3.54,NA,0.739,2
5/14/2001,NA,NA,NA,2
5/15/2001,NA,6.4,NA,2
5/16/2001,NA,NA,NA,2
5/17/2001,NA,NA,NA,2
5/18/2001,NA,2.67,NA,2
5/19/2001,5.29,NA,0.638,2
5/20/2001,NA,NA,NA,2
5/21/2001,NA,3.92,NA,2
5/22/2001,1.51,NA,0.505,2
5/23/2001,NA,0.699,NA,2
5/24/2001,NA,NA,NA,2
5/25/2001,1.5,NA,0.531,2
5/26/2001,NA,NA,NA,2
5/27/2001,NA,NA,NA,2
5/28/2001,4.38,NA,0.615,2
5/29/2001,NA,4.97,NA,2
5/30/2001,NA,NA,NA,2
5/31/2001,3.2,NA,0.866,2
6/1/2001,NA,NA,NA,2
6/2/2001,NA,NA,NA,2
6/3/2001,NA,NA,NA,2
6/4/2001,NA,1.33,NA,2
6/5/2001,NA,NA,NA,2
6/6/2001,2.78,NA,0.769,2
6/7/2001,NA,1.91,NA,2
6/8/2001,NA,NA,NA,2
6/9/2001,10.7,NA,0.688,2
6/10/2001,NA,1.39,NA,2
6/11/2001,NA,NA,NA,2
6/12/2001,NA,NA,NA,2
6/13/2001,NA,0.867,NA,2
6/14/2001,NA,NA,NA,2
6/15/2001,3.63,NA,0.725,2
6/16/2001,NA,1.41,NA,2
6/17/2001,NA,NA,NA,2
6/18/2001,8.12,NA,0.529,2
6/19/2001,NA,0.582,NA,2
6/20/2001,NA,NA,NA,2
6/21/2001,6.83,NA,0.723,2
6/22/2001,NA,3.57,NA,2
6/23/2001,NA,NA,NA,2
6/24/2001,6.57,NA,1.02,2
6/25/2001,NA,2.21,NA,2
6/26/2001,NA,NA,NA,2
6/27/2001,3.92,NA,0.561,2
6/28/2001,NA,0.735,NA,2
6/29/2001,NA,NA,NA,2
6/30/2001,2.89,NA,0.394,2
7/1/2001,NA,1.57,NA,2
7/2/2001,NA,NA,NA,2
7/3/2001,3.15,NA,0.661,2
7/4/2001,NA,1.37,NA,2
7/5/2001,NA,NA,NA,2
7/6/2001,6.43,NA,1.57,2
7/7/2001,NA,3.85,NA,2
7/8/2001,NA,1.41,NA,2
7/9/2001,6.04,NA,0.337,2
7/10/2001,NA,NA,NA,2
7/11/2001,NA,0.582,NA,2
7/12/2001,12.2,NA,0.466,2
7/13/2001,NA,NA,NA,2
7/14/2001,NA,3.57,NA,2
7/15/2001,12.1,NA,0.522,2
7/16/2001,NA,NA,NA,2
7/17/2001,NA,2.21,NA,2
7/18/2001,13.4,NA,0.873,2
7/19/2001,NA,NA,NA,2
7/20/2001,NA,0.735,NA,2
7/21/2001,10.5,NA,1.29,2
7/22/2001,NA,NA,NA,2
7/23/2001,NA,1.57,NA,2
7/24/2001,13.5,NA,0.96,2
7/25/2001,NA,NA,NA,2
7/26/2001,NA,1.37,NA,2
7/27/2001,2.67,NA,0.576,2
7/28/2001,NA,NA,NA,2
7/29/2001,NA,3.85,NA,2
7/30/2001,4.63,0.699,0.421,2
7/31/2001,NA,NA,NA,2
8/1/2001,NA,NA,NA,2
8/2/2001,NA,NA,NA,2
8/3/2001,NA,NA,NA,2
8/4/2001,NA,NA,NA,2
8/5/2001,6.28,4.97,0.587,2
8/6/2001,NA,NA,NA,2
8/7/2001,NA,NA,NA,2
8/8/2001,5.85,NA,0.487,2
8/9/2001,NA,NA,NA,2
8/10/2001,NA,NA,NA,2
8/11/2001,3.74,1.33,1,2
8/12/2001,NA,NA,NA,2
8/13/2001,NA,NA,NA,2
8/14/2001,8.36,1.91,0.979,2
8/15/2001,NA,NA,NA,2
8/16/2001,NA,NA,NA,2
8/17/2001,11.4,1.39,0.875,2
8/18/2001,NA,NA,NA,2
8/19/2001,NA,NA,NA,2
8/20/2001,4.41,0.867,0.544,2
8/21/2001,NA,NA,NA,2
8/22/2001,NA,NA,NA,2
8/23/2001,9.62,1.41,0.911,2
8/24/2001,NA,NA,NA,2
8/25/2001,NA,NA,NA,2
8/26/2001,10.8,0.582,0.472,2
8/27/2001,NA,NA,NA,2
8/28/2001,NA,NA,NA,2
8/29/2001,3.29,3.57,1.08,2
8/30/2001,NA,NA,NA,2
8/31/2001,NA,NA,NA,2
9/1/2001,3.64,2.21,1.35,2
9/2/2001,NA,NA,NA,2
9/3/2001,NA,NA,NA,2
9/4/2001,3.11,0.735,0.485,2
9/5/2001,NA,NA,NA,2
9/6/2001,NA,NA,NA,2
9/7/2001,4.36,1.57,0.341,2
9/8/2001,NA,NA,NA,2
9/9/2001,NA,NA,NA,2
9/10/2001,4.33,1.37,0.34,2
9/11/2001,NA,NA,NA,2
9/12/2001,NA,NA,NA,2
9/13/2001,12.5,3.85,1.09,2
9/14/2001,NA,NA,NA,2
9/15/2001,NA,NA,NA,2
9/16/2001,8.55,1.79,0.803,2
9/17/2001,NA,NA,NA,2
9/18/2001,NA,NA,NA,2
9/19/2001,6.85,1.63,0.365,2
9/20/2001,NA,NA,NA,2
9/21/2001,NA,NA,NA,2
9/22/2001,5.73,1.18,0.778,2
9/23/2001,NA,NA,NA,2
9/24/2001,NA,NA,NA,2
9/25/2001,NA,0.655,NA,2
9/26/2001,NA,NA,NA,2
9/27/2001,NA,NA,NA,2
9/28/2001,3.52,0.764,0.763,2
9/29/2001,NA,NA,NA,2
9/30/2001,NA,NA,NA,2
10/1/2001,4.38,2.81,0.829,2
10/2/2001,NA,NA,NA,2
10/3/2001,NA,NA,NA,2
10/4/2001,8.26,NA,1.5,2
10/5/2001,NA,NA,NA,2
10/6/2001,NA,NA,NA,2
10/7/2001,NA,NA,NA,2
10/8/2001,NA,NA,NA,2
10/9/2001,NA,2.3,NA,2
10/10/2001,2.06,NA,0.586,2
10/11/2001,NA,NA,NA,2
10/12/2001,NA,NA,NA,2
10/13/2001,1.85,NA,0.617,2
10/14/2001,NA,NA,NA,2
10/15/2001,NA,2.19,NA,2
10/16/2001,1.05,NA,0.293,2
10/17/2001,NA,NA,NA,2
10/18/2001,NA,NA,NA,2
10/19/2001,4.3,NA,1.18,2
10/20/2001,NA,NA,NA,2
10/21/2001,NA,1.2,NA,2
10/22/2001,NA,NA,NA,2
10/23/2001,NA,NA,NA,2
10/24/2001,NA,2.23,NA,2
10/25/2001,NA,NA,NA,2
10/26/2001,NA,NA,NA,2
10/27/2001,NA,4.15,NA,2
10/28/2001,2.84,NA,0.755,2
10/29/2001,NA,NA,NA,2
10/30/2001,NA,3,NA,2
10/31/2001,4.61,NA,1.18,2
11/1/2001,NA,NA,NA,2
11/2/2001,NA,4.04,NA,2
11/3/2001,4.52,NA,0.933,2
11/4/2001,NA,NA,NA,2
11/5/2001,NA,4.79,NA,2
11/6/2001,4.25,NA,1.05,2
11/7/2001,NA,NA,NA,2
11/8/2001,NA,2.05,NA,2
11/9/2001,7.31,NA,3.32,2
11/10/2001,NA,NA,NA,2
11/11/2001,NA,7.93,NA,2
11/12/2001,4.71,NA,1.37,2
11/13/2001,NA,NA,NA,2
11/14/2001,NA,7.74,NA,2
11/15/2001,4.94,NA,1.26,2
11/16/2001,NA,NA,NA,2
11/17/2001,NA,2.63,NA,2
11/18/2001,7.38,NA,1.23,2
11/19/2001,NA,NA,NA,2
11/20/2001,NA,3.8,NA,2
11/21/2001,1.9,NA,1.73,2
11/22/2001,NA,NA,NA,2
11/23/2001,NA,3.52,NA,2
11/24/2001,NA,NA,NA,2
11/25/2001,NA,NA,NA,2
11/26/2001,NA,3.7,NA,2
11/27/2001,NA,NA,NA,2
11/28/2001,NA,NA,NA,2
11/29/2001,NA,3.9,NA,2
11/30/2001,NA,NA,NA,2
12/1/2001,NA,NA,NA,2
12/2/2001,NA,2.72,NA,2
12/3/2001,NA,NA,NA,2
12/4/2001,NA,NA,NA,2
12/5/2001,NA,5.95,NA,2
12/6/2001,NA,NA,NA,2
12/7/2001,NA,NA,NA,2
12/8/2001,NA,2.11,NA,2
12/9/2001,5.17,NA,5.18,2
12/10/2001,NA,NA,NA,2
12/11/2001,NA,6.4,NA,2
12/12/2001,NA,NA,NA,2
12/13/2001,NA,NA,NA,2
12/14/2001,NA,2.67,NA,2
12/15/2001,NA,NA,NA,2
12/16/2001,NA,NA,NA,2
12/17/2001,NA,3.92,NA,2
12/18/2001,2.51,NA,0.705,2
12/19/2001,NA,0.699,NA,2
12/20/2001,NA,NA,NA,2
12/21/2001,3.17,NA,1.18,2
12/22/2001,NA,NA,NA,2
12/23/2001,NA,NA,NA,2
12/24/2001,0.555,NA,0.528,2
12/25/2001,NA,4.97,NA,2
12/26/2001,NA,NA,NA,2
12/27/2001,1.19,0.699,1.76,2
12/28/2001,NA,NA,NA,2
12/29/2001,NA,NA,NA,2
12/30/2001,NA,NA,NA,2
12/31/2001,NA,NA,NA,2
1/1/2002,NA,NA,NA,2
1/2/2002,3.65,4.97,4.82,2
1/3/2002,NA,NA,NA,2
1/4/2002,NA,NA,NA,2
1/5/2002,NA,NA,NA,2
1/6/2002,NA,NA,NA,2
1/7/2002,NA,NA,NA,2
1/8/2002,NA,1.33,NA,2
1/9/2002,NA,NA,NA,2
1/10/2002,NA,NA,NA,2
1/11/2002,NA,1.91,NA,2
1/12/2002,NA,NA,NA,2
1/13/2002,NA,NA,NA,2
1/14/2002,1.75,1.39,1.15,2
1/15/2002,NA,NA,NA,2
1/16/2002,NA,NA,NA,2
1/17/2002,NA,0.867,NA,2
1/18/2002,NA,NA,NA,2
1/19/2002,NA,NA,NA,2
1/20/2002,NA,1.41,0.844,2
1/21/2002,NA,NA,NA,2
1/22/2002,NA,NA,NA,2
1/23/2002,3.61,0.582,0.574,2
1/24/2002,NA,NA,NA,2
1/25/2002,NA,NA,NA,2
1/26/2002,2.84,3.57,1.26,2
1/27/2002,NA,NA,NA,2
1/28/2002,NA,NA,NA,2
1/29/2002,4.22,2.21,0.694,2
1/30/2002,NA,NA,NA,2
1/31/2002,NA,NA,NA,2
2/1/2002,NA,0.735,NA,2
2/2/2002,NA,NA,NA,2
2/3/2002,NA,NA,NA,2
2/4/2002,1.57,1.57,1.99,2
2/5/2002,NA,NA,NA,2
2/6/2002,NA,NA,NA,2
2/7/2002,2.6,1.37,0.543,2
2/8/2002,NA,NA,NA,2
2/9/2002,NA,NA,NA,2
2/10/2002,3.28,3.85,0.704,2
2/11/2002,NA,NA,NA,2
2/12/2002,NA,NA,NA,2
2/13/2002,1.9,1.79,1.51,2
2/14/2002,NA,NA,NA,2
2/15/2002,NA,NA,NA,2
2/16/2002,1.87,1.63,1.58,2
2/17/2002,NA,NA,NA,2
2/18/2002,NA,NA,NA,2
2/19/2002,2.72,1.18,1.03,2
2/20/2002,NA,NA,NA,2
2/21/2002,NA,NA,NA,2
2/22/2002,4.73,0.655,1.7,2
2/23/2002,NA,NA,NA,2
2/24/2002,NA,NA,NA,2
2/25/2002,4.52,0.764,0.981,2
2/26/2002,NA,NA,NA,2
2/27/2002,NA,NA,NA,2
2/28/2002,2.54,2.81,1.98,2
3/1/2002,NA,NA,NA,2
3/2/2002,NA,NA,NA,2
3/3/2002,1.99,NA,1.48,2
3/4/2002,NA,NA,NA,2
3/5/2002,NA,NA,NA,2
3/6/2002,3.27,NA,2.04,2
3/7/2002,NA,NA,NA,2
3/8/2002,NA,2.3,NA,2
3/9/2002,1.87,NA,0.594,2
3/10/2002,NA,NA,NA,2
3/11/2002,NA,NA,NA,2
3/12/2002,3.14,NA,2.3,2
3/13/2002,NA,NA,NA,2
3/14/2002,NA,2.19,NA,2
3/15/2002,5.55,NA,0.563,2
3/16/2002,NA,NA,NA,2
3/17/2002,NA,NA,NA,2
3/18/2002,3.04,NA,0.385,2
3/19/2002,NA,NA,NA,2
3/20/2002,NA,1.2,NA,2
3/21/2002,5.66,NA,1.44,2
3/22/2002,NA,NA,NA,2
3/23/2002,NA,2.23,NA,2
3/24/2002,NA,NA,NA,2
3/25/2002,NA,NA,NA,2
3/26/2002,NA,4.15,NA,2
3/27/2002,8.72,NA,0.823,2
3/28/2002,NA,NA,NA,2
3/29/2002,NA,3,NA,2
3/30/2002,3.33,NA,0.65,2
3/31/2002,NA,NA,NA,2
4/1/2002,NA,4.04,NA,2
4/2/2002,3.58,NA,0.869,2
4/3/2002,NA,NA,NA,2
4/4/2002,NA,4.79,NA,2
4/5/2002,3.86,NA,3.45,2
4/6/2002,NA,NA,NA,2
4/7/2002,NA,2.05,NA,2
4/8/2002,4.99,NA,0.715,2
4/9/2002,NA,NA,NA,2
4/10/2002,NA,7.93,NA,2
4/11/2002,3.66,NA,0.584,2
4/12/2002,NA,NA,NA,2
4/13/2002,NA,7.74,NA,2
4/14/2002,3.69,NA,0.411,2
4/15/2002,NA,NA,NA,2
4/16/2002,NA,2.63,NA,2
4/17/2002,3.98,NA,0.86,2
4/18/2002,NA,NA,NA,2
4/19/2002,NA,3.8,NA,2
4/20/2002,6.1,NA,0.761,2
4/21/2002,NA,NA,NA,2
4/22/2002,NA,3.52,NA,2
4/23/2002,2.63,NA,0.552,2
4/24/2002,NA,NA,NA,2
4/25/2002,NA,3.7,NA,2
4/26/2002,2.23,NA,1.77,2
4/27/2002,NA,NA,NA,2
4/28/2002,NA,3.9,NA,2
4/29/2002,2.32,NA,0.563,2
4/30/2002,NA,NA,NA,2
5/1/2002,NA,2.72,NA,2
5/2/2002,6.72,NA,1.06,2
5/3/2002,NA,NA,NA,2
5/4/2002,NA,5.95,NA,2
5/5/2002,7.3,NA,0.591,2
5/6/2002,NA,NA,NA,2
5/7/2002,NA,2.11,NA,2
5/8/2002,6.41,NA,0.729,2
5/9/2002,NA,NA,NA,2
5/10/2002,NA,6.4,NA,2
5/11/2002,6.57,NA,1.21,2
5/12/2002,NA,NA,NA,2
5/13/2002,NA,2.67,NA,2
5/14/2002,2.74,NA,0.384,2
5/15/2002,NA,NA,NA,2
5/16/2002,NA,3.92,NA,2
5/17/2002,4.77,NA,0.526,2
5/18/2002,NA,0.699,NA,2
5/19/2002,NA,NA,NA,2
5/20/2002,4.13,NA,0.486,2
5/21/2002,NA,NA,NA,2
5/22/2002,NA,NA,NA,2
5/23/2002,6.88,NA,0.724,2
5/24/2002,NA,4.97,NA,2
5/25/2002,NA,NA,NA,2
5/26/2002,4.8,0.699,0.924,2
5/27/2002,NA,NA,NA,2
5/28/2002,NA,NA,NA,2
5/29/2002,2.22,NA,0.663,2
5/30/2002,NA,NA,NA,2
5/31/2002,NA,NA,NA,2
6/1/2002,6.33,4.97,1.02,2
6/2/2002,NA,NA,NA,2
6/3/2002,NA,NA,NA,2
6/4/2002,11.5,NA,0.76,2
6/5/2002,NA,NA,NA,2
6/6/2002,NA,NA,NA,2
6/7/2002,4.9,1.33,0.745,2
6/8/2002,NA,NA,NA,2
6/9/2002,NA,NA,NA,2
6/10/2002,4.07,1.91,0.716,2
6/11/2002,NA,NA,NA,2
6/12/2002,NA,NA,NA,2
6/13/2002,6.13,1.39,1.13,2
6/14/2002,NA,NA,NA,2
6/15/2002,NA,NA,NA,2
6/16/2002,3.71,0.867,0.513,2
6/17/2002,NA,NA,NA,2
6/18/2002,NA,NA,NA,2
6/19/2002,6.29,1.41,0.577,2
6/20/2002,NA,NA,NA,2
6/21/2002,NA,NA,NA,2
6/22/2002,5.21,0.582,0.522,2
6/23/2002,NA,NA,NA,2
6/24/2002,NA,NA,NA,2
6/25/2002,4.04,3.57,0.857,2
6/26/2002,NA,NA,NA,2
6/27/2002,NA,NA,NA,2
6/28/2002,1.78,2.21,0.723,2
6/29/2002,NA,NA,NA,2
6/30/2002,NA,NA,NA,2
7/1/2002,8.61,0.735,0.771,2
7/2/2002,NA,NA,NA,2
7/3/2002,NA,NA,NA,2
7/4/2002,7.54,1.57,1.33,2
7/5/2002,NA,NA,NA,2
7/6/2002,NA,NA,NA,2
7/7/2002,11.2,1.37,0.408,2
7/8/2002,NA,NA,NA,2
7/9/2002,NA,NA,NA,2
7/10/2002,NA,3.85,0.655,2
7/11/2002,NA,NA,NA,2
7/12/2002,NA,NA,NA,2
7/13/2002,4,1.79,0.563,2
7/14/2002,NA,NA,NA,2
7/15/2002,NA,NA,NA,2
7/16/2002,6.52,1.63,0.41,2
7/17/2002,NA,NA,NA,2
7/18/2002,NA,NA,NA,2
7/19/2002,3.66,1.18,0.654,2
7/20/2002,NA,NA,NA,2
7/21/2002,NA,NA,NA,2
7/22/2002,9.77,0.655,0.931,2
7/23/2002,NA,NA,NA,2
7/24/2002,NA,NA,NA,2
7/25/2002,5.28,0.764,0.555,2
7/26/2002,NA,NA,NA,2
7/27/2002,NA,NA,NA,2
7/28/2002,3.41,2.81,0.326,2
7/29/2002,NA,NA,NA,2
7/30/2002,NA,NA,NA,2
7/31/2002,3.44,NA,1.18,2
8/1/2002,NA,NA,NA,2
8/2/2002,NA,NA,NA,2
8/3/2002,13.7,NA,0.618,2
8/4/2002,NA,NA,NA,2
8/5/2002,NA,2.3,NA,2
8/6/2002,10.7,NA,0.262,2
8/7/2002,NA,NA,NA,2
8/8/2002,NA,NA,NA,2
8/9/2002,11.4,NA,1.41,2
8/10/2002,NA,NA,NA,2
8/11/2002,NA,2.19,NA,2
8/12/2002,4.08,NA,0.541,2
8/13/2002,NA,NA,NA,2
8/14/2002,NA,NA,NA,2
8/15/2002,5.01,NA,0.494,2
8/16/2002,NA,NA,NA,2
8/17/2002,NA,1.2,NA,2
8/18/2002,4.3,NA,0.513,2
8/19/2002,NA,NA,NA,2
8/20/2002,NA,2.23,NA,2
8/21/2002,6.34,NA,0.822,2
8/22/2002,NA,NA,NA,2
8/23/2002,NA,4.15,NA,2
8/24/2002,4.47,NA,0.247,2
8/25/2002,NA,NA,NA,2
8/26/2002,NA,3,NA,2
8/27/2002,9.18,NA,0.569,2
8/28/2002,NA,NA,NA,2
8/29/2002,NA,4.04,NA,2
8/30/2002,5.89,NA,0.59,2
8/31/2002,NA,NA,NA,2
9/1/2002,NA,4.79,NA,2
9/2/2002,5.36,NA,0.668,2
9/3/2002,NA,NA,NA,2
9/4/2002,NA,2.05,NA,2
9/5/2002,11,NA,0.704,2
9/6/2002,NA,NA,NA,2
9/7/2002,NA,7.93,NA,2
9/8/2002,8.31,NA,0.547,2
9/9/2002,NA,NA,NA,2
9/10/2002,NA,7.74,NA,2
9/11/2002,18.5,NA,0.538,2
9/12/2002,NA,NA,NA,2
9/13/2002,NA,2.63,NA,2
9/14/2002,NA,NA,NA,2
9/15/2002,NA,NA,NA,2
9/16/2002,NA,3.8,NA,2
9/17/2002,9.59,NA,2.65,2
9/18/2002,NA,NA,NA,2
9/19/2002,NA,3.52,NA,2
9/20/2002,5.43,NA,0.495,2
9/21/2002,NA,NA,NA,2
9/22/2002,NA,3.7,NA,2
9/23/2002,NA,NA,NA,2
9/24/2002,13.6,NA,1.75,2
9/25/2002,NA,3.9,NA,2
9/26/2002,NA,NA,NA,2
9/27/2002,NA,NA,NA,2
9/28/2002,NA,2.72,NA,2
9/29/2002,8.62,NA,1.05,2
9/30/2002,NA,NA,NA,2
10/1/2002,NA,5.95,NA,2
10/2/2002,4.78,NA,0.665,2
10/3/2002,NA,NA,NA,2
10/4/2002,NA,2.11,NA,2
10/5/2002,NA,NA,0.568,2
10/6/2002,NA,NA,NA,2
10/7/2002,NA,6.4,NA,2
10/8/2002,8.7,NA,1.66,2
10/9/2002,NA,NA,NA,2
10/10/2002,NA,2.67,NA,2
10/11/2002,7.41,NA,1.08,2
10/12/2002,NA,NA,NA,2
10/13/2002,NA,3.92,NA,2
10/14/2002,5.99,NA,0.843,2
10/15/2002,NA,0.699,NA,2
10/16/2002,NA,NA,NA,2
10/17/2002,2.83,NA,1.33,2
10/18/2002,NA,NA,NA,2
10/19/2002,NA,NA,NA,2
10/20/2002,3.52,NA,0.952,2
10/21/2002,NA,4.97,NA,2
10/22/2002,NA,NA,NA,2
10/23/2002,11,NA,2.33,2
10/24/2002,NA,2.63,NA,2
10/25/2002,NA,NA,NA,2
10/26/2002,4.34,NA,0.888,2
10/27/2002,NA,3.8,NA,2
10/28/2002,NA,NA,NA,2
10/29/2002,4.61,NA,0.609,2
10/30/2002,NA,3.52,NA,2
10/31/2002,NA,NA,NA,2
11/1/2002,4.68,NA,2.35,2
11/2/2002,NA,3.7,NA,2
11/3/2002,NA,NA,NA,2
11/4/2002,2.83,NA,1.62,2
11/5/2002,NA,3.9,NA,2
11/6/2002,NA,NA,NA,2
11/7/2002,4.56,NA,1.96,2
11/8/2002,NA,2.72,NA,2
11/9/2002,NA,NA,NA,2
11/10/2002,3.73,NA,0.409,2
11/11/2002,NA,5.95,NA,2
11/12/2002,NA,NA,NA,2
11/13/2002,4.6,NA,0.925,2
11/14/2002,NA,2.11,NA,2
11/15/2002,NA,NA,NA,2
11/16/2002,NA,NA,NA,2
11/17/2002,NA,6.4,NA,2
11/18/2002,NA,NA,NA,2
11/19/2002,4.05,NA,1.76,2
11/20/2002,NA,2.67,NA,2
11/21/2002,NA,NA,NA,2
11/22/2002,3,NA,1.75,2
11/23/2002,NA,3.92,NA,2
11/24/2002,NA,NA,NA,2
11/25/2002,5.15,0.699,1.71,2
11/26/2002,NA,NA,NA,2
11/27/2002,NA,NA,NA,2
11/28/2002,3.83,NA,4.98,2
11/29/2002,NA,NA,NA,2
11/30/2002,NA,NA,NA,2
12/1/2002,NA,4.97,NA,2
12/2/2002,NA,NA,NA,2
12/3/2002,NA,NA,NA,2
12/4/2002,3.62,NA,2.8,2
12/5/2002,NA,NA,NA,2
12/6/2002,NA,NA,NA,2
12/7/2002,4.14,1.33,6.44,2
12/8/2002,NA,NA,NA,2
12/9/2002,NA,NA,NA,2
12/10/2002,NA,1.91,NA,2
12/11/2002,NA,NA,NA,2
12/12/2002,NA,NA,NA,2
12/13/2002,1.97,1.39,0.648,2
12/14/2002,NA,NA,NA,2
12/15/2002,NA,NA,NA,2
12/16/2002,3.72,0.867,1.75,2
12/17/2002,NA,NA,NA,2
12/18/2002,NA,NA,NA,2
12/19/2002,3.68,1.41,0.468,2
12/20/2002,NA,NA,NA,2
12/21/2002,NA,NA,NA,2
12/22/2002,NA,0.582,NA,2
12/23/2002,NA,NA,NA,2
12/24/2002,NA,NA,NA,2
12/25/2002,1.65,3.57,0.779,2
12/26/2002,NA,NA,NA,2
12/27/2002,NA,NA,NA,2
12/28/2002,NA,2.21,NA,2
12/29/2002,NA,NA,NA,2
12/30/2002,NA,NA,NA,2
12/31/2002,2.18,0.735,0.47,2
1/1/2003,NA,NA,NA,2
1/2/2003,NA,NA,NA,2
1/3/2003,4.33,1.57,1.02,2
1/4/2003,NA,NA,NA,2
1/5/2003,NA,NA,NA,2
1/6/2003,NA,1.37,NA,2
1/7/2003,NA,NA,NA,2
1/8/2003,NA,NA,NA,2
1/9/2003,3.79,3.85,1.97,2
1/10/2003,NA,1.41,NA,2
1/11/2003,NA,NA,NA,2
