Date,COD,mercury,nitrite,ID
8/2/2003,NA,NA,NA,8
8/3/2003,0.56,NA,NA,8
8/4/2003,NA,NA,NA,8
8/5/2003,NA,NA,NA,8
8/6/2003,NA,NA,NA,8
8/7/2003,NA,5.71,0.219,8
8/8/2003,NA,NA,NA,8
8/9/2003,NA,NA,NA,8
8/10/2003,NA,NA,NA,8
8/11/2003,NA,NA,NA,8
8/12/2003,NA,NA,NA,8
8/13/2003,NA,3.57,0.336,8
8/14/2003,NA,NA,NA,8
8/15/2003,0.9,NA,NA,8
8/16/2003,NA,NA,NA,8
8/17/2003,NA,NA,NA,8
8/18/2003,NA,NA,NA,8
8/19/2003,NA,6.86,0.426,8
8/20/2003,NA,NA,NA,8
8/21/2003,0.746,NA,NA,8
8/22/2003,NA,NA,NA,8
8/23/2003,NA,NA,NA,8
8/24/2003,NA,NA,NA,8
8/25/2003,NA,15,0.47,8
8/26/2003,NA,NA,NA,8
8/27/2003,0.59,NA,NA,8
8/28/2003,NA,NA,NA,8
8/29/2003,NA,NA,NA,8
8/30/2003,NA,NA,NA,8
8/31/2003,NA,3.5,0.262,8
9/1/2003,NA,NA,NA,8
9/2/2003,0.795,NA,NA,8
9/3/2003,NA,NA,NA,8
9/4/2003,NA,NA,NA,8
9/5/2003,NA,NA,NA,8
9/6/2003,NA,8.76,0.22,8
9/7/2003,NA,NA,NA,8
9/8/2003,2.03,NA,NA,8
9/9/2003,NA,NA,NA,8
9/10/2003,NA,NA,NA,8
9/11/2003,NA,NA,NA,8
9/12/2003,NA,10.2,0.339,8
9/13/2003,NA,NA,NA,8
9/14/2003,0.503,NA,NA,8
9/15/2003,NA,NA,NA,8
9/16/2003,NA,NA,NA,8
9/17/2003,NA,NA,NA,8
9/18/2003,NA,11.7,0.408,8
9/19/2003,NA,NA,NA,8
9/20/2003,2.6,NA,NA,8
9/21/2003,NA,NA,NA,8
9/22/2003,NA,NA,NA,8
9/23/2003,NA,NA,NA,8
9/24/2003,NA,2.87,0.167,8
9/25/2003,NA,NA,NA,8
9/26/2003,0.744,NA,NA,8
9/27/2003,NA,NA,NA,8
9/28/2003,NA,NA,NA,8
9/29/2003,NA,NA,NA,8
9/30/2003,NA,2.2,0.254,8
10/1/2003,NA,NA,NA,8
10/2/2003,0.66,NA,NA,8
10/3/2003,NA,NA,NA,8
10/4/2003,NA,NA,NA,8
10/5/2003,NA,NA,NA,8
10/6/2003,NA,4.19,0.744,8
10/7/2003,NA,NA,NA,8
10/8/2003,0.473,NA,NA,8
10/9/2003,NA,NA,NA,8
10/10/2003,NA,NA,NA,8
10/11/2003,NA,NA,NA,8
10/12/2003,NA,4.18,0.395,8
10/13/2003,NA,NA,NA,8
10/14/2003,0.446,NA,NA,8
10/15/2003,NA,NA,NA,8
10/16/2003,NA,NA,NA,8
10/17/2003,NA,NA,NA,8
10/18/2003,NA,4.22,1.7,8
10/19/2003,NA,NA,NA,8
10/20/2003,0.264,NA,NA,8
10/21/2003,NA,NA,NA,8
10/22/2003,NA,NA,NA,8
10/23/2003,NA,NA,NA,8
10/24/2003,NA,3.48,0.498,8
10/25/2003,NA,NA,NA,8
10/26/2003,0.501,NA,NA,8
10/27/2003,NA,NA,NA,8
10/28/2003,NA,NA,NA,8
10/29/2003,NA,NA,NA,8
10/30/2003,NA,2.54,0.464,8
10/31/2003,NA,NA,NA,8
11/1/2003,0.379,NA,NA,8
11/2/2003,NA,NA,NA,8
11/3/2003,NA,NA,NA,8
11/4/2003,NA,NA,NA,8
11/5/2003,NA,NA,NA,8
11/6/2003,NA,NA,NA,8
11/7/2003,0.199,NA,NA,8
11/8/2003,NA,NA,NA,8
11/9/2003,NA,NA,NA,8
11/10/2003,NA,NA,NA,8
11/11/2003,NA,2.37,0.533,8
11/12/2003,NA,NA,NA,8
11/13/2003,0.356,NA,NA,8
11/14/2003,NA,NA,NA,8
11/15/2003,NA,NA,NA,8
11/16/2003,NA,NA,NA,8
11/17/2003,NA,NA,NA,8
11/18/2003,NA,NA,NA,8
11/19/2003,0.307,NA,NA,8
11/20/2003,NA,NA,NA,8
11/21/2003,NA,NA,NA,8
11/22/2003,NA,NA,NA,8
11/23/2003,NA,3.48,0.524,8
11/24/2003,NA,NA,NA,8
11/25/2003,0.331,NA,NA,8
11/26/2003,NA,NA,NA,8
11/27/2003,NA,NA,NA,8
11/28/2003,NA,NA,NA,8
11/29/2003,NA,1.54,1.73,8
11/30/2003,NA,NA,NA,8
12/1/2003,0.311,NA,NA,8
12/2/2003,NA,NA,NA,8
12/3/2003,NA,NA,NA,8
12/4/2003,NA,NA,NA,8
12/5/2003,NA,2.75,1.33,8
12/6/2003,NA,NA,NA,8
12/7/2003,0.444,NA,NA,8
12/8/2003,NA,NA,NA,8
12/9/2003,NA,NA,NA,8
12/10/2003,NA,NA,NA,8
12/11/2003,NA,3.03,0.478,8
12/12/2003,NA,NA,NA,8
12/13/2003,0.219,NA,NA,8
12/14/2003,NA,NA,NA,8
12/15/2003,NA,NA,NA,8
12/16/2003,NA,NA,NA,8
12/17/2003,NA,1.4,1.38,8
12/18/2003,NA,NA,NA,8
12/19/2003,0.336,NA,NA,8
12/20/2003,NA,NA,NA,8
12/21/2003,NA,NA,NA,8
12/22/2003,NA,NA,NA,8
12/23/2003,NA,2.01,0.665,8
12/24/2003,NA,NA,NA,8
12/25/2003,0.426,NA,NA,8
12/26/2003,NA,NA,NA,8
12/27/2003,NA,NA,NA,8
12/28/2003,NA,NA,NA,8
12/29/2003,NA,1.76,0.491,8
12/30/2003,NA,NA,NA,8
12/31/2003,0.47,NA,NA,8
1/1/2004,NA,NA,NA,8
1/2/2004,NA,NA,NA,8
1/3/2004,NA,NA,NA,8
1/4/2004,NA,3.5,0.412,8
1/5/2004,NA,NA,NA,8
1/6/2004,0.262,NA,NA,8
1/7/2004,NA,NA,NA,8
1/8/2004,NA,NA,NA,8
1/9/2004,NA,NA,NA,8
1/10/2004,NA,5.31,1.44,8
1/11/2004,NA,NA,NA,8
1/12/2004,0.22,NA,NA,8
1/13/2004,NA,NA,NA,8
1/14/2004,NA,NA,NA,8
1/15/2004,NA,NA,NA,8
1/16/2004,NA,NA,NA,8
1/17/2004,NA,NA,NA,8
1/18/2004,0.339,NA,NA,8
1/19/2004,NA,NA,NA,8
1/20/2004,NA,NA,NA,8
1/21/2004,NA,NA,NA,8
1/22/2004,NA,NA,NA,8
1/23/2004,NA,NA,NA,8
